model,pareto,rawlsian,gov-1-flores,gov-1-bible,gov-1-gov,gov-10-flores,gov-10-bible,gov-10-gov,gov-25-flores,gov-25-bible,gov-25-gov,gov-50-flores,gov-50-bible,gov-50-gov,bible-1-flores,bible-1-bible,bible-1-gov,bible-10-flores,bible-10-bible,bible-10-gov,bible-25-flores,bible-25-bible,bible-25-gov
linear,True,False,3.0124555013101677,1.1410521460476728,4.58311762495362,3.724288333715063,2.395829710142188,4.682359782066484,4.0693195124190025,2.874369496080836,4.483548654403003,3.451487540405658,2.335950912726264,4.495838082471914,1.2473972903610142,3.966496491862364,0.74565407529229,2.4240462041801103,4.266709223492195,1.4676511847165867,2.754269413111216,4.197822589137292,1.6792855623746663
poly2,True,False,3.3623631338166207,1.1410521460476728,4.59275297219117,3.725432038150543,2.395829710142188,4.088425598203265,4.118521364737231,2.874369496080836,4.866286427808668,3.4675770610035204,2.335950912726264,4.37332020507227,1.2473972903610142,4.126737644517191,0.74565407529229,2.4240462041801103,4.3279019855765535,1.4676511847165867,2.754269413111216,4.377377369109961,1.6792855623746663
poly3,True,False,5.107641334314694,1.1410521460476728,4.581164945336452,3.4480108205991904,2.395829710142188,4.0683429361475465,4.082222854416196,2.874369496080836,4.656086072051408,3.833218892740096,2.335950912726264,4.113574616039415,1.2473972903610142,3.8893329241237535,0.74565407529229,2.4240462041801103,3.7480047206964806,1.4676511847165867,2.754269413111216,4.705518568271077,1.6792855623746663
exp,True,False,5.107641334314694,1.1410521460476728,3.581625367867147,4.0379527375539785,2.395829710142188,2.356205135883356,4.624841287275294,2.874369496080836,2.833046201802216,4.322087961014362,2.335950912726264,3.6924808337858113,1.2473972903610142,2.8417879818812044,0.74565407529229,2.4240462041801103,2.9568035396544694,1.4676511847165867,2.754269413111216,3.121104636906833,1.6792855623746663
log,True,False,2.9882125408281546,1.1410521460476728,4.50332560022685,3.682964951429171,2.395829710142188,4.517442285865608,4.019694196029863,2.874369496080836,5.2310473124506185,3.830664561794348,2.335950912726264,5.611399225218511,1.2473972903610142,4.069292394436999,0.74565407529229,2.4240462041801103,4.261147706409237,1.4676511847165867,2.754269413111216,4.772048325965477,1.6792855623746663
power,True,False,2.3436814052033275,1.1410521460476728,4.135517715385574,2.763484075544304,2.395829710142188,5.319943698278726,2.996417519614821,2.874369496080836,6.417496279872089,1.9096413046283007,2.335950912726264,5.852533630185673,1.2473972903610142,3.61678513370812,0.74565407529229,2.4240462041801103,4.672730874555179,1.4676511847165867,2.754269413111216,5.2605362917180125,1.6792855623746663
mult,True,True,2.1424767723348097,1.1410521460476728,4.2941310212512,2.625917567360652,2.395829710142188,3.1546748520483345,2.8730479770639974,2.874369496080836,3.2651620607879166,1.252119085839002,2.335950912726264,1.336087112279167,1.2473972903610142,3.8573523763067072,0.74565407529229,2.4240462041801103,3.764265565379143,1.4676511847165867,2.754269413111216,4.150628695487593,1.6792855623746663
hybrid_mult,True,False,2.123800802763792,0.8136338242723196,4.391510902810437,2.568036978895799,1.630950643030009,3.688998765912118,2.799867629891644,2.0644611887851028,3.8884665521553674,1.1976951035125318,1.457166199626293,3.498563219458802,0.5621387729022078,4.156078880222962,0.5253570214625478,1.521840990379744,4.114144114288738,0.7443117626371357,1.829207478663916,4.62757815876888,0.9273618495495703
am,True,False,2.987902914311993,1.1410521460476728,4.488800760442291,3.6831667379672903,2.395829710142188,4.475341902975409,4.084000903160598,2.874369496080836,5.03169631467762,3.5011664846056694,2.335950912726264,5.721686056667706,1.2473972903610142,3.7204915929018174,0.74565407529229,2.4240462041801103,4.214016964383764,1.4676511847165867,2.754269413111216,4.400219799005107,1.6792855623746663
gm,True,False,3.0715539890201247,1.1410521460476728,4.487849533389547,3.683032173293304,2.395829710142188,4.515756162661138,4.000808878347424,2.874369496080836,5.032188483665557,3.50453567172454,2.335950912726264,5.611220666622163,1.2473972903610142,3.7198328349959726,0.74565407529229,2.4240462041801103,4.384980717867921,1.4676511847165867,2.754269413111216,4.447137685730548,1.6792855623746663
hm,True,False,3.0618590827266647,1.1410521460476728,4.485887509529982,3.682911482925552,2.395829710142188,4.477054366529928,3.9992228810655353,2.874369496080836,5.036432722581304,3.508600598904538,2.335950912726264,5.598152997888744,1.2473972903610142,3.837459535620016,0.74565407529229,2.4240462041801103,4.211497686082416,1.4676511847165867,2.754269413111216,4.405707193928899,1.6792855623746663
diff,True,False,3.110987713266504,1.1410521460476728,4.013669421164366,3.682307917903034,2.395829710142188,4.346238552814718,4.075381888219993,2.874369496080836,4.279559373340896,3.4845649072790623,2.335950912726264,4.041757335581933,1.2473972903610142,4.558642640296489,0.74565407529229,2.4240462041801103,4.32595949257226,1.4676511847165867,2.754269413111216,4.213232575663302,1.6792855623746663
